ID,target,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5041524,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041525,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041526,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041527,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041528,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041531,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041532,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041533,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041534,1,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2.0
5041535,1,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19819,-1463,1,0,1,0,Laborers,1.0
5041536,1,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19295,365243,1,0,0,0,,3.0
5041538,1,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19295,365243,1,0,0,0,,3.0
5041539,1,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19295,365243,1,0,0,0,,3.0
5041540,1,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19295,365243,1,0,0,0,,3.0
5041541,1,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,1,0,0,0,Sales staff,1.0
5041542,1,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,1,0,0,0,Sales staff,1.0
5041543,1,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,1,0,0,0,Sales staff,1.0
5041544,1,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0
5041545,1,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0
5041546,1,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0
5041547,1,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0
5041548,1,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,1,1,0,0,Accountants,2.0
5041549,1,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,1,1,0,0,Accountants,2.0
5041550,1,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,1,1,0,0,Accountants,2.0
5041558,1,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-12953,-306,1,1,1,0,,2.0
5041559,1,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-12953,-306,1,1,1,0,,2.0
5041560,1,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-12953,-306,1,1,1,0,,2.0
5041562,1,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-12953,-306,1,1,1,0,,2.0
5041602,1,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-11510,-2955,1,0,1,0,Sales staff,2.0
5041603,1,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0
5041604,1,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0
5041606,1,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0
5041609,1,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0
5041610,0,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0
5041611,1,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,1,0,0,0,Laborers,2.0
5041616,1,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15496,-2590,1,0,0,0,Core staff,3.0
5041617,1,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15496,-2590,1,0,0,0,Core staff,3.0
5041621,1,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0
5041622,1,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0
5041628,1,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5041629,1,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5041630,1,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5041632,1,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5041633,1,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5041634,1,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5041635,1,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0
5041636,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16608,-5573,1,0,1,0,,2.0
5041637,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16608,-5573,1,0,1,0,,2.0
5041638,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16608,-5573,1,0,1,0,,2.0
5041639,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16608,-5573,1,0,1,0,,2.0
5041640,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16608,-5573,1,0,1,0,,2.0
5041641,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041642,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041643,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041645,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041646,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041647,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041648,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041649,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041650,1,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0
5041654,1,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20065,-306,1,0,1,0,Laborers,2.0
5041655,1,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20065,-306,1,0,1,0,Laborers,2.0
5041661,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041662,0,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041663,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041664,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041666,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041668,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041669,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041670,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041672,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041674,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041675,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041677,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041678,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0
5041681,1,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21513,365243,1,0,1,0,,2.0
5041692,1,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,1,0,0,0,Core staff,3.0
5041693,1,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,1,0,0,0,Core staff,3.0
5041697,1,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0
5041703,1,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0
5041704,1,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0
5041708,1,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,5.0
5041709,1,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,5.0
5041711,1,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,5.0
5041713,1,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,5.0
5041714,1,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,5.0
5041715,1,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,5.0
5041717,0,F,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13409,-732,1,0,0,0,Laborers,2.0
5041718,1,F,N,Y,0,202500.0,State servant,Higher education,Married,House / apartment,-11158,-640,1,0,1,0,High skill tech staff,2.0
5041719,0,F,N,Y,0,202500.0,State servant,Higher education,Married,House / apartment,-11158,-640,1,0,1,0,High skill tech staff,2.0
5041720,0,F,N,Y,0,202500.0,State servant,Higher education,Married,House / apartment,-11158,-640,1,0,1,0,High skill tech staff,2.0
5041721,0,F,N,Y,0,202500.0,State servant,Higher education,Married,House / apartment,-11158,-640,1,0,1,0,High skill tech staff,2.0
5041722,1,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17377,-5512,1,0,0,0,High skill tech staff,2.0
5041723,1,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17377,-5512,1,0,0,0,High skill tech staff,2.0
5041724,1,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17377,-5512,1,0,0,0,High skill tech staff,2.0
5041727,1,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13170,-763,1,1,0,0,Core staff,2.0
5041734,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041735,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041736,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041737,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041738,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041739,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041740,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041741,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041742,1,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0
5041753,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0
5041754,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0
5041755,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0
5041757,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0
5041758,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0
5041759,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0
5041761,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0
5041762,1,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0
5041766,1,F,Y,N,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20634,365243,1,0,0,0,,2.0
5041767,1,F,Y,N,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20634,365243,1,0,0,0,,2.0
5041769,1,F,Y,N,0,315000.0,State servant,Higher education,Married,House / apartment,-17940,-9957,1,1,0,0,Managers,2.0
5041770,1,F,Y,N,0,315000.0,State servant,Higher education,Married,House / apartment,-17940,-9957,1,1,0,0,Managers,2.0
5041776,1,F,Y,N,3,135000.0,Working,Higher education,Married,House / apartment,-13525,-4478,1,1,1,0,Core staff,5.0
5041778,1,F,Y,N,3,135000.0,Working,Higher education,Married,House / apartment,-13525,-4478,1,1,1,0,Core staff,5.0
5041786,1,F,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-12656,-368,1,0,0,0,Sales staff,2.0
5041787,1,M,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21036,-1252,1,1,0,0,Drivers,2.0
5041789,1,M,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21036,-1252,1,1,0,0,Drivers,2.0
5041790,1,M,N,N,0,225000.0,Working,Incomplete higher,Married,House / apartment,-9908,-276,1,1,0,0,Drivers,2.0
5041791,1,M,N,N,0,225000.0,Working,Incomplete higher,Married,House / apartment,-9908,-276,1,1,0,0,Drivers,2.0
5041792,1,M,N,N,0,225000.0,Working,Incomplete higher,Married,House / apartment,-9908,-276,1,1,0,0,Drivers,2.0
5041793,1,M,N,N,0,225000.0,Working,Incomplete higher,Married,House / apartment,-9908,-276,1,1,0,0,Drivers,2.0
5041794,1,M,N,N,0,225000.0,Working,Incomplete higher,Married,House / apartment,-9908,-276,1,1,0,0,Drivers,2.0
5041799,1,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-15964,-276,1,0,0,0,Cleaning staff,2.0
5041802,1,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0
5041803,1,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0
5041806,1,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0
5041807,1,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0
5041808,1,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0
5041809,1,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0
5041810,1,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0
5041814,1,F,N,N,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,-14648,-2833,1,1,0,0,Private service staff,2.0
5041815,1,F,N,N,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,-14648,-2833,1,1,0,0,Private service staff,2.0
5041816,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2.0
5041817,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2.0
5041819,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2.0
5041824,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2.0
5041826,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2.0
5041828,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2.0
5041835,0,F,Y,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22681,365243,1,0,0,0,,2.0
5041836,0,F,Y,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22681,365243,1,0,0,0,,2.0
5041837,1,F,Y,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22681,365243,1,0,0,0,,2.0
5041838,1,F,Y,N,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22681,365243,1,0,0,0,,2.0
5041840,1,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0
5041842,1,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0
5041844,1,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0
5041846,1,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0
5041848,1,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0
5041849,1,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0
5041851,1,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0
5041852,1,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21990,365243,1,0,1,0,,2.0
5041853,1,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21990,365243,1,0,1,0,,2.0
5041855,1,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21990,365243,1,0,1,0,,2.0
5041858,1,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21990,365243,1,0,1,0,,2.0
5041859,1,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21990,365243,1,0,1,0,,2.0
5041863,1,F,N,N,0,202500.0,Commercial associate,Higher education,Widow,House / apartment,-19932,-6608,1,1,1,0,,1.0
5041865,1,F,N,N,0,202500.0,Commercial associate,Higher education,Widow,House / apartment,-19932,-6608,1,1,1,0,,1.0
5041866,1,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15774,-2347,1,1,0,0,,3.0
5041868,1,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15774,-2347,1,1,0,0,,3.0
5041869,0,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-19433,-521,1,1,1,0,Core staff,2.0
5041873,1,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-22066,365243,1,0,0,0,,1.0
5041884,1,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-11871,-2986,1,0,0,0,Core staff,2.0
5041894,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2.0
5041896,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2.0
5041898,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2.0
5041900,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2.0
5041901,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2.0
5041903,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2.0
5041905,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2.0
5041908,1,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19032,-429,1,0,1,0,Laborers,2.0
5041910,1,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,2.0
5041912,1,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,2.0
5041913,1,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,2.0
5041914,1,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,2.0
5041915,1,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,2.0
5041916,1,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,2.0
5041919,1,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22765,365243,1,0,1,0,,2.0
5041920,0,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22765,365243,1,0,1,0,,2.0
5041922,1,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22765,365243,1,0,1,0,,2.0
5041923,1,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22765,365243,1,0,1,0,,2.0
5041924,1,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22765,365243,1,0,1,0,,2.0
5041925,1,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,1,0,Core staff,2.0
5041926,1,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,1,0,Core staff,2.0
5041927,1,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,1,0,Core staff,2.0
5041928,1,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,1,0,Core staff,2.0
5041931,1,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10312,-703,1,0,1,0,Laborers,2.0
5041933,1,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10312,-703,1,0,1,0,Laborers,2.0
5041935,1,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10312,-703,1,0,1,0,Laborers,2.0
5041941,1,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10312,-703,1,0,1,0,Laborers,2.0
5041946,1,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,-10726,-1921,1,1,1,0,,2.0
5041947,1,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,-10726,-1921,1,1,1,0,,2.0
5041949,1,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11653,-1617,1,1,0,0,High skill tech staff,3.0
5041950,1,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11653,-1617,1,1,0,0,High skill tech staff,3.0
5041952,1,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,365243,1,0,0,0,,2.0
5041953,1,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,365243,1,0,0,0,,2.0
5041954,1,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,365243,1,0,0,0,,2.0
5041955,1,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,365243,1,0,0,0,,2.0
5041956,1,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,365243,1,0,0,0,,2.0
5041957,1,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,365243,1,0,0,0,,2.0
5041958,1,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,365243,1,0,0,0,,2.0
5041959,1,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13503,-1768,1,1,1,0,Medicine staff,2.0
5041962,1,F,N,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11009,-1434,1,1,1,0,Low-skill Laborers,2.0
5041963,1,F,N,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11009,-1434,1,1,1,0,Low-skill Laborers,2.0
